YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
1987,7,6,2,49,-14.074,167.828,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,6.7,48,
1987,6,18,14,3,-10.717,162.33,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Very Doubtful Tsunami,6.3,75,
1984,2,11,8,2,38.396,22.094,"CORINTHOS GULF, GREECE",GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,5.4,29,3
1977,4,20,23,13,-9.828,163.323,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,33,-1
1984,6,13,2,29,31.448,140.036,"TORI SHIMA, OKINAWA",JAPAN,Japan,Earthquake,Definite Tsunami,5.5,41,
1895,9,1,11,9,40.667,-74.883,"HIGH BRIDGE, NJ",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Probable Tsunami,4.3,,
1823,5,30,,,42.7,-79,LAKE ERIE,USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1817,1,8,,,39.95,-75.1,"PHILADELPHIA, PENNSYLVANIA",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1987,2,6,13,16,36.988,141.689,E. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,48,
1989,11,1,10,25,18.986,-68.833,PUERTO RICO,USA TERRITORY,Caribbean Sea,Earthquake,Probable Tsunami,4.4,26,
2001,12,18,4,2,23.954,122.734,TAIWAN,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.8,14,
2004,1,28,22,15,-3.12,127.4,SERAM ISLAND,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.7,17,
2003,10,31,1,6,37.812,142.619,E. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,10,
1996,10,19,14,44,31.885,131.468,KYUSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,22,0.5
1995,11,1,0,35,-28.906,-71.417,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.7,20,-3
1994,10,9,7,55,43.905,147.916,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.3,33,-3
1994,4,8,1,10,40.608,143.683,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,13,-1.5
1990,9,23,21,13,33.267,138.643,"W. OF BONIN ISLANDS, IZU IS., JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.5,10,
1982,7,23,14,23,36.194,141.702,"IBARAKI, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.2,37,-1
1979,2,20,6,32,40.232,143.703,"IWATE, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.4,10,
1978,3,22,0,50,44.026,149.002,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.7,33,-2.5
1974,2,1,3,12,-7.4,155.6,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,40,2
1969,8,2,4,30,-6.6,146.9,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake and Landslide,Definite Tsunami,5.4,17,-1
1970,12,4,1,59,43.84,39.34,BLACK SEA,RUSSIA,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,5.1,7,2
1983,8,17,10,55,55.867,161.287,"KAMCHATKA BAY, RUSSIA",RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.1,63,
1971,9,8,16,59,46.3,140.9,TATAR STRAIT,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.2,16,-3
1895,10,31,11,8,37,-89.4,"CHARLESTON, MO",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,6.7,,
1916,11,12,,,10.46,-67.77,OCUMARE DE LA COSTA DE ORO,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,,0,
1873,10,13,,,8.96,-79.53,PANAMA CITY,PANAMA,Caribbean Sea,Earthquake,Very Doubtful Tsunami,,0,
1856,8,4,,,16,-88,BAY OF HONDURAS,HONDURAS,Caribbean Sea,Earthquake and Landslide,Definite Tsunami,7.5,,
1929,8,12,11,24,42.9,-78.3,"ATTICA, NEW YORK",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1884,8,10,19,7,40.6,-73.75,"ROCKAWAY BEACH, NEW YORK",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Questionable Tsunami,5.5,,
1840,11,11,,,39.8,-75.2,"PHILADELPHIA, PENNSYLVANIA",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,5.2,,
1982,3,11,10,32,-9.265,118.479,SUMBAWA ISLAND,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,6.6,33,
1939,12,26,23,57,39.77,39.533,SOUTH BLACK SEA,TURKEY,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,7.7,35,4
1927,6,26,11,20,44.4,34.4,"CRIMEA, BLACK SEA",UKRAINE,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,6,27,2
1905,10,4,22,29,44.5,37.5,BLACK SEA,RUSSIA,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,5.1,,2
1998,5,3,23,30,22.306,125.308,TAIWAN:  SOUTHEAST OF,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.5,33,
1996,12,2,22,17,31.789,131.314,SEA OF JAPAN,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,49,-2
1996,9,5,8,14,-22.118,-113.436,EASTER ISLAND REGION,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.9,10,-2.5
1996,9,4,18,16,31.555,139.931,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,5.7,33,-2
1996,6,10,15,24,51.478,-176.847,"ANDREANOF ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.3,24,-1.5
1996,2,25,3,8,15.978,-98.07,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.1,21,-3
1995,10,19,2,41,28.094,130.148,RYUKYU ISLANDS,JAPAN,Japan,Earthquake and Landslide,Definite Tsunami,6.8,20,0.5
1995,10,18,10,37,27.929,130.175,RYUKYU ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,28,1.5
1995,4,21,5,17,12.047,125.92,SAMAR ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.8,23,-2
1995,4,21,0,34,12.059,125.58,SAMAR ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.2,21,-2
1994,9,1,15,15,40.402,-125.68,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Definite Tsunami,7,10,-3
1993,11,13,1,18,51.934,158.647,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7,34,-3
1993,8,7,19,42,41.985,139.839,JAPAN,JAPAN,Japan,Earthquake,Definite Tsunami,6.3,13,
1992,7,18,8,36,39.419,143.33,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,29,-0.5
1992,1,5,6,,18,108,SOUTH CHINA SEA,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,3.7,,
1991,12,22,8,43,45.533,151.021,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Very Doubtful Tsunami,7.6,24,0.5
1991,10,14,15,58,-9.094,158.442,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,23,-2.5
1991,2,21,2,35,58.427,-175.45,"BERING SEA, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.7,20,
1991,2,16,1,23,48.268,154.328,N. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,5.7,39,
1991,2,9,16,18,-9.929,159.139,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.9,10,
1990,2,20,6,53,34.706,139.252,JAPAN,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,14,
1989,10,29,5,25,39.571,143.333,N. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.5,10,
1989,9,4,13,14,55.543,-156.835,"SEMIDI ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.1,11,
1988,6,24,2,6,18.606,121.013,NORTH OF LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,5.4,53,
1988,2,5,14,1,-24.753,-70.433,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.2,37,
1987,11,17,8,46,58.586,-143.27,"GULF OF ALASKA, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.2,10,
1987,10,12,13,57,-7.288,154.371,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7,25,
1987,10,6,4,19,-17.94,-172.225,TONGA ISLANDS,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.3,16,
1987,3,24,12,49,37.447,137.865,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,5.1,23,
1986,5,17,16,20,52.327,-174.504,"ANDREANOF ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Very Doubtful Tsunami,6.4,15,
1984,9,18,17,2,34.006,141.5,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,48,
1984,3,24,9,44,44.117,148.192,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.2,44,-2
1983,6,21,6,25,41.346,139.099,N. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,10,
1983,6,9,12,49,40.249,138.948,"NOSHIRO, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,5.9,26,
1983,3,12,1,36,-4.056,127.924,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.9,17,1.5
1982,12,28,6,37,33.826,139.434,S. OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,22,-1
1982,2,24,4,22,4.374,97.755,JAVA TRENCH,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,5.4,52,
1981,1,18,18,17,38.64,142.75,E. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,,
1980,2,23,5,51,43.53,146.753,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7,44,-2
1979,2,28,21,27,60.691,-141.671,"SE. ALASKA, AK",USA,Alaska (including Aleutian Islands),Earthquake and Landslide,Definite Tsunami,7.5,15,
1978,7,23,14,42,22.282,121.512,TAIWAN,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,7.4,17,-1
1978,6,14,12,32,8.249,122.403,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,6.9,24,
1977,10,10,11,53,-25.856,-175.406,TONGA TRENCH,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,7.2,33,-3
1977,8,28,20,10,-1.081,146.23,ADMIRALTY ISLANDS,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,5.5,33,-0.5
1976,1,21,10,5,44.915,149.123,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7,41,-2.5
1975,6,10,13,47,43.024,147.734,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7,15,2
1975,3,13,15,26,-29.9,-71.3,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,6.9,4,
1974,9,27,5,47,43.2,146.7,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.7,43,-1
1974,8,18,10,44,-38.5,-73.4,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.1,36,
1974,1,31,23,30,-7.5,155.9,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7,34,1
1972,12,29,4,51,-30.6,-71,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,5.4,60,
1972,8,17,23,44,-6,152.9,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,10,
1972,6,8,18,53,-30.5,-71.8,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,6.6,39,
1971,11,6,22,0,51.5,179.1,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Questionable Tsunami,5.7,21,
1971,9,25,4,36,-6.5,146.6,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake and Landslide,Questionable Tsunami,7,115,0.5
1971,9,8,11,48,46.4,141.1,TATAR STRAIT,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.6,6,-3
1971,9,6,13,37,46.7,141.4,TATAR STRAIT,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,5.5,29,
1971,8,2,7,24,41.4,143.5,JAPAN TRENCH,JAPAN,Japan,Earthquake,Definite Tsunami,7.3,51,-0.5
1971,5,2,6,8,51.228,-177.173,"ANDREANOF ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.1,30,-3
1970,11,28,11,8,-20.94,-69.81,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,6,33,
1970,7,25,22,41,32.2,131.7,SEIKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7,34,
1970,6,19,10,56,-22.28,-70.55,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,6.4,44,
1970,6,14,,,-52,-73.8,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,6,10,
1969,4,21,7,19,32.2,132.1,RYUKYU ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,6.5,41,-3
1968,8,5,7,17,33.3,132.2,SEIKAIDO-NANKAIDO,JAPAN,Japan,Earthquake,Very Doubtful Tsunami,6.5,10,0
1996,10,18,10,50,30.568,131.093,KYUSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,10,-2.5
1992,5,27,5,13,-11.122,165.239,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,19,
1984,12,28,10,37,56.194,163.46,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.8,33,
1970,9,28,19,1,-44.64,173.62,NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,5.1,,
1612,11,8,,,35.5,25.5,ISLAND OF CRETE,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.7,,4
1668,4,13,,,42.35,-71.05,"BOSTON AND SALEM, MASSACHUSETTS",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1615,6,5,,,44.9,35.5,BLACK SEA,UKRAINE,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,5.7,,2
407,4,1,,,41,29,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.6,,4
2004,9,5,14,57,33.184,137.071,SOUTH COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,10,
2004,9,5,10,7,33.07,136.618,SOUTH COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,14,
2003,11,17,6,43,51.146,178.65,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.8,33,
2003,5,21,18,44,36.964,3.634,N. ALGERIA,ALGERIA,Mediterranean Sea,Earthquake,Definite Tsunami,6.8,12,1.5
2003,1,22,2,6,18.77,-104.104,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.5,24,0.5
2003,1,20,8,43,-10.491,160.77,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.3,33,
2002,10,10,10,50,-1.757,134.297,IRIAN JAYA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,7.6,10,2.82
2002,9,13,22,28,13.036,93.068,"ANDAMAN ISLANDS, INDIA",INDIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.5,21,
2002,9,8,18,44,-3.26,142.94,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,13,1.08
2002,3,31,6,52,24.279,122.179,TAIWAN,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.1,33,
2002,3,5,21,16,6.033,124.249,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.5,31,
2002,1,2,17,22,-17.6,167.856,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,21,-4.14
2000,11,16,4,54,-4.001,152.327,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,8,17,
2000,7,1,7,1,34.221,139.131,"KOZU-SHIMA ISLAND, HONSHU",JAPAN,Japan,Earthquake,Definite Tsunami,6.1,10,
2000,6,18,14,44,-13.802,97.453,SOUTH INDIAN OCEAN,AUSTRALIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.9,10,
2000,5,4,4,21,-1.105,123.573,SULAWESI,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.6,26,
1997,12,5,11,26,54.841,162.035,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.8,33,0.5
1997,7,9,19,24,10.598,-63.486,CARIACO-CUMANA,VENEZUELA,Caribbean Sea,Earthquake,Probable Tsunami,7,20,
1997,4,21,12,2,-12.584,166.676,SANTA CRUZ IS. VANUATU,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.7,33,-2
1996,11,12,16,59,-14.993,-75.675,S. PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,7.7,33,-1
1996,6,10,4,3,51.564,-177.632,"ANDREANOF ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.9,33,0.5
1995,12,3,18,1,44.663,149.3,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.9,33,0.5
1995,11,22,4,15,28.826,34.799,GULF OF ELAT-AQABA,EGYPT,Red Sea and Persian Gulf,Earthquake,Definite Tsunami,7.2,10,
1995,9,14,14,4,16.779,-98.597,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,7.4,23,-1
1995,8,16,10,27,-5.799,154.178,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.7,30,-1.5
1995,7,30,5,11,-23.34,-70.294,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8,46,1.5
1995,6,15,0,15,38.401,22.283,GULF OF CORINTH: AIYION,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,6.5,14,3
1995,5,27,13,3,52.629,142.827,SAKHALIN ISLAND,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.1,11,-2
1995,5,16,20,12,-23.008,169.9,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.7,20,-2
1995,4,7,22,6,-15.199,-173.529,SAMOA ISLANDS,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.4,21,-1.5
1995,1,16,20,46,34.583,135.018,"KOBE, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.9,22,-2
1994,12,28,12,19,40.525,143.419,"TOHUKU, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.8,27,
1994,10,4,13,22,43.773,147.321,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.3,14,2.6
1994,1,21,2,24,1.015,127.733,HALMAHERA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7,20,1.5
1994,1,17,12,30,34.213,-118.537,"WEST COAST, USA",USA,West Coast of North and Central America,Earthquake,Probable Tsunami,6.7,18,-3
1993,8,8,8,34,12.982,144.801,"GUAM, MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,59,
1993,6,8,13,3,51.218,157.829,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.5,71,-0.5
1993,2,7,13,27,37.634,137.245,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.3,11,-0.5
1992,5,17,10,15,7.191,126.762,PHILIPPINES,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.3,33,
1992,4,25,18,6,40.368,-124.316,"CAPE MENDOCINO, N. CALIFORNIA",USA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.2,15,0.5
1990,12,13,0,24,37.3,15.438,EASTERN SICILY,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.3,11,
1990,4,5,21,12,15.125,147.596,"MARIANA TRENCH, N. MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.5,11,
1990,3,25,13,22,9.919,-84.808,COSTA RICA,COSTA RICA,West Coast of North and Central America,Earthquake,Definite Tsunami,7,22,
1989,11,1,18,25,39.837,142.76,JAPAN,JAPAN,Japan,Earthquake,Probable Tsunami,7.4,29,
1989,10,18,0,4,37.036,-121.883,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.9,19,
1989,6,26,3,27,19.362,-155.083,HAWAII,USA,"Hawaii, Johnston Atoll, Midway I",Earthquake and Landslide,Definite Tsunami,6.5,9,
1989,5,23,10,54,-52.341,160.568,MACQUARIE ISLAND,AUSTRALIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.1,10,
1988,7,5,20,32,-5.964,148.78,PAPUA NEW GUINEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,53,
1988,3,6,22,35,57.262,-142.747,"GULF OF ALASKA, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.8,15,
1987,11,30,19,23,58.679,-142.786,"GULF OF ALASKA, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.9,10,
1987,10,16,20,48,-6.266,149.06,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.4,48,
1987,3,18,3,36,32.034,131.837,KYUSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,54,
1987,3,5,9,17,-24.388,-70.161,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.6,62,
1987,2,8,18,33,-6.088,147.689,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.4,55,
1986,10,20,6,46,-28.117,-176.367,KERMADEC ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,29,
1986,5,7,22,47,51.52,-174.776,"ANDREANOF ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,8,31,
1985,9,21,1,37,17.802,-101.647,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.6,31,
1985,9,19,13,17,18.19,-102.533,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,8,28,
1985,7,3,4,36,-4.439,152.828,NEW IRELAND,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake and Landslide,Definite Tsunami,7.3,46,
1985,4,13,1,6,-9.245,114.185,BALI ISLAND,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.2,99,
1985,3,16,14,54,17.013,-62.448,GUADELOUPE,GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Definite Tsunami,6.4,13,
1985,3,3,22,47,-33.132,-71.708,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8,33,
1984,8,6,19,6,32.386,131.945,"KYUSHU, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7,46,
1984,1,8,15,24,-2.823,118.806,SULAWESI,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,6.8,33,
1983,11,30,17,46,-6.852,72.11,CHAGOS ARCHIPELAGO REGION,UK TERRITORY,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.7,10,
1983,10,4,18,52,-26.535,-70.563,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.7,15,0.2
1983,8,17,12,17,18.231,120.86,LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.6,29,
1983,8,6,15,43,40.142,24.766,NORTH AEGEAN SEA,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7,2,2
